0.000000000000000000e+00,1.479195592524474634e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.876525243978810487e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.778999645503428706e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.944483449621921267e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.560533155340608102e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.374931000343305065e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.565091564473782726e-01,8.142575419615060150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.153154310996283072e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.430751031082708069e+00,-2.191251781157017020e-01,-8.029770870576127262e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.945536771802446330e+00,4.674877712061499935e+00,2.550719088981610039e-01,0.000000000000000000e+00,-4.166099260576532348e-01
7.200045638651755286e-01,1.387199351714956674e-01,6.141163563028112504e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.534636555425434201e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.341845450511296001e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.317254751520763045e-01,1.340264163921716989e+00,0.000000000000000000e+00,5.070564705253596038e+00,1.453415939269701029e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.077349240334831815e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.594771957696738407e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.464285801392209763e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
